Modelo,Categoria,FraseID,Texto,NumPalavras,Latência (s),WER,Transcrição Whisper,Arquivo,Status
Piper,nomes_internacionais,nomes_internacionais_07,Emily Watson recebeu o e-mail de Daniel Smith às nove horas.,11,0.466,0.4545,emily doatzon recebeu o e-mail de daniels mitas 9 horas.,audios_tcc/piper_nomes_internacionais_nomes_internacionais_07.wav,OK
Kokoro,nomes_internacionais,nomes_internacionais_07,Emily Watson recebeu o e-mail de Daniel Smith às nove horas.,11,3.739,0.4545,emilio watson recebeu o email de daniel smith as noviores.,audios_tcc/kokoro_nomes_internacionais_nomes_internacionais_07.wav,OK
XTTS,nomes_internacionais,nomes_internacionais_07,Emily Watson recebeu o e-mail de Daniel Smith às nove horas.,11,24.521,0.0909,emily watson recebeu o e-mail de daniel smith às 9 horas.,audios_tcc/xtts_nomes_internacionais_nomes_internacionais_07.wav,OK
Piper,nomes_internacionais,nomes_internacionais_08,Hans Müller discutiu o experimento com Greta Schneider.,8,0.378,0.375,hans miller discutiu o experimento com breta sineader.,audios_tcc/piper_nomes_internacionais_nomes_internacionais_08.wav,OK
Kokoro,nomes_internacionais,nomes_internacionais_08,Hans Müller discutiu o experimento com Greta Schneider.,8,3.011,0.375,hans miller discutiu o experimento com gratash neider.,audios_tcc/kokoro_nomes_internacionais_nomes_internacionais_08.wav,OK
XTTS,nomes_internacionais,nomes_internacionais_08,Hans Müller discutiu o experimento com Greta Schneider.,8,22.627,0.125,hans miller discutiu o experimento com greta schneider.,audios_tcc/xtts_nomes_internacionais_nomes_internacionais_08.wav,OK
Piper,nomes_internacionais,nomes_internacionais_09,Olivia Brown compartilhou os dados com William Harris.,8,0.399,0.25,olívia brom compartilhou os dados com william harris.,audios_tcc/piper_nomes_internacionais_nomes_internacionais_09.wav,OK
Kokoro,nomes_internacionais,nomes_internacionais_09,Olivia Brown compartilhou os dados com William Harris.,8,2.927,0.25,o livia brown compartilhou os dados com william harris.,audios_tcc/kokoro_nomes_internacionais_nomes_internacionais_09.wav,OK
XTTS,nomes_internacionais,nomes_internacionais_09,Olivia Brown compartilhou os dados com William Harris.,8,20.861,0.125,olivia brown compartilhou os dados com william harris.eu.,audios_tcc/xtts_nomes_internacionais_nomes_internacionais_09.wav,OK
Piper,nomes_internacionais,nomes_internacionais_10,Miguel Ángel preparou a apresentação com Lucía Fernández.,8,0.445,0.25,miguel ándio preparou a apresentação com lucia fernández.,audios_tcc/piper_nomes_internacionais_nomes_internacionais_10.wav,OK
Kokoro,nomes_internacionais,nomes_internacionais_10,Miguel Ángel preparou a apresentação com Lucía Fernández.,8,3.301,0.25,miguel ándio preparou a apresentação com lucia fernández.,audios_tcc/kokoro_nomes_internacionais_nomes_internacionais_10.wav,OK
XTTS,nomes_internacionais,nomes_internacionais_10,Miguel Ángel preparou a apresentação com Lucía Fernández.,8,16.5,0.125,miguel ángel preparou a apresentação com lucia fernández.,audios_tcc/xtts_nomes_internacionais_nomes_internacionais_10.wav,OK
Piper,termos_tecnicos_academicos,termos_tecnicos_academicos_01,"O benchmark comparou latência, inteligibilidade e custo computacional dos modelos.",10,0.582,0.0,"o benchmark comparou latência, inteligibilidade e custo computacional dos modelos.",audios_tcc/piper_termos_tecnicos_academicos_termos_tecnicos_academicos_01.wav,OK
Kokoro,termos_tecnicos_academicos,termos_tecnicos_academicos_01,"O benchmark comparou latência, inteligibilidade e custo computacional dos modelos.",10,4.621,0.0,"o benchmark comparou latência, inteligibilidade e custo computacional dos modelos.",audios_tcc/kokoro_termos_tecnicos_academicos_termos_tecnicos_academicos_01.wav,OK
XTTS,termos_tecnicos_academicos,termos_tecnicos_academicos_01,"O benchmark comparou latência, inteligibilidade e custo computacional dos modelos.",10,24.824,0.0,"o benchmark comparou latência, inteligibilidade e custo computacional dos modelos.",audios_tcc/xtts_termos_tecnicos_academicos_termos_tecnicos_academicos_01.wav,OK
Piper,termos_tecnicos_academicos,termos_tecnicos_academicos_02,A inferência foi executada em ambiente Colab com dependências controladas por versão.,12,0.578,0.0833,a inferência foi executada em ambiente colar com dependências controladas por versão.,audios_tcc/piper_termos_tecnicos_academicos_termos_tecnicos_academicos_02.wav,OK
Kokoro,termos_tecnicos_academicos,termos_tecnicos_academicos_02,A inferência foi executada em ambiente Colab com dependências controladas por versão.,12,5.116,0.0,a inferência foi executada em ambiente colab com dependências controladas por versão.,audios_tcc/kokoro_termos_tecnicos_academicos_termos_tecnicos_academicos_02.wav,OK
XTTS,termos_tecnicos_academicos,termos_tecnicos_academicos_02,A inferência foi executada em ambiente Colab com dependências controladas por versão.,12,28.96,0.25,a inferência foi executada em ambiente colabe com dependências controladas por versão ponto.,audios_tcc/xtts_termos_tecnicos_academicos_termos_tecnicos_academicos_02.wav,OK
Piper,termos_tecnicos_academicos,termos_tecnicos_academicos_03,O pipeline de avaliação utilizou transcrição automática e cálculo de WER.,11,0.634,0.1818,o pipelini de avaliação utilizou transcrição automática e cálculo de wr.,audios_tcc/piper_termos_tecnicos_academicos_termos_tecnicos_academicos_03.wav,OK
Kokoro,termos_tecnicos_academicos,termos_tecnicos_academicos_03,O pipeline de avaliação utilizou transcrição automática e cálculo de WER.,11,5.105,0.0909,o pipeline de avaliação utilizou transcrição automática e cálculo de wr.,audios_tcc/kokoro_termos_tecnicos_academicos_termos_tecnicos_academicos_03.wav,OK
XTTS,termos_tecnicos_academicos,termos_tecnicos_academicos_03,O pipeline de avaliação utilizou transcrição automática e cálculo de WER.,11,32.757,0.2727,o pai pelin de avaliação utilizou transcrição automática e cálculo de url.txt.,audios_tcc/xtts_termos_tecnicos_academicos_termos_tecnicos_academicos_03.wav,OK
Piper,termos_tecnicos_academicos,termos_tecnicos_academicos_04,A arquitetura do sistema prioriza reprodutibilidade experimental e rastreabilidade dos dados.,11,0.67,0.1818,a arquitetura do sistema prioriza reproduitabilidade experimental e racerabilidade dos dados.,audios_tcc/piper_termos_tecnicos_academicos_termos_tecnicos_academicos_04.wav,OK
Kokoro,termos_tecnicos_academicos,termos_tecnicos_academicos_04,A arquitetura do sistema prioriza reprodutibilidade experimental e rastreabilidade dos dados.,11,6.052,0.2727,"arquitetura do sistema prioriza, reproduitabilidade experimental e rastreabilidade dos dados.",audios_tcc/kokoro_termos_tecnicos_academicos_termos_tecnicos_academicos_04.wav,OK
XTTS,termos_tecnicos_academicos,termos_tecnicos_academicos_04,A arquitetura do sistema prioriza reprodutibilidade experimental e rastreabilidade dos dados.,11,31.976,0.0909,a arquitetura do sistema prioriza reproduitabilidade experimental e rastreabilidade dos dados.,audios_tcc/xtts_termos_tecnicos_academicos_termos_tecnicos_academicos_04.wav,OK
Piper,termos_tecnicos_academicos,termos_tecnicos_academicos_05,Os resultados foram consolidados em DataFrame para análise estatística descritiva.,10,0.593,0.3,os resultados foram consolidados em data fame para análise estatística discretiva.,audios_tcc/piper_termos_tecnicos_academicos_termos_tecnicos_academicos_05.wav,OK
Kokoro,termos_tecnicos_academicos,termos_tecnicos_academicos_05,Os resultados foram consolidados em DataFrame para análise estatística descritiva.,10,5.304,0.2,os resultados foram consolidados em data frame para análise estatística descritiva.,audios_tcc/kokoro_termos_tecnicos_academicos_termos_tecnicos_academicos_05.wav,OK
XTTS,termos_tecnicos_academicos,termos_tecnicos_academicos_05,Os resultados foram consolidados em DataFrame para análise estatística descritiva.,10,46.942,0.1,os resultados foram consolidados em dataframe para análise e estatística descritiva.,audios_tcc/xtts_termos_tecnicos_academicos_termos_tecnicos_academicos_05.wav,OK
Piper,termos_tecnicos_academicos,termos_tecnicos_academicos_06,"A síntese neural de fala evoluiu com modelos baseados em atenção, difusão e transformers.",14,0.685,0.1429,"a síntese neural de fala evoluiu com modelos baseados em atenção, de fusão e transformers.",audios_tcc/piper_termos_tecnicos_academicos_termos_tecnicos_academicos_06.wav,OK
Kokoro,termos_tecnicos_academicos,termos_tecnicos_academicos_06,"A síntese neural de fala evoluiu com modelos baseados em atenção, difusão e transformers.",14,5.507,0.3571,a cintez ineral de fala evoluiu com modelos baseados em atenção de fusão e transformers.,audios_tcc/kokoro_termos_tecnicos_academicos_termos_tecnicos_academicos_06.wav,OK
XTTS,termos_tecnicos_academicos,termos_tecnicos_academicos_06,"A síntese neural de fala evoluiu com modelos baseados em atenção, difusão e transformers.",14,30.946,0.5,"a cintes ineral de fala evoluí-o como modelos baseados em atenção, de fusão e transformas.",audios_tcc/xtts_termos_tecnicos_academicos_termos_tecnicos_academicos_06.wav,OK
Piper,termos_tecnicos_academicos,termos_tecnicos_academicos_07,A metodologia contempla avaliação objetiva e interpretação qualitativa da naturalidade perceptiva.,11,0.735,0.1818,a metodologia contempla a avaliação objetiva e interpretação qualitativa da naturalidade percevativa.,audios_tcc/piper_termos_tecnicos_academicos_termos_tecnicos_academicos_07.wav,OK
Kokoro,termos_tecnicos_academicos,termos_tecnicos_academicos_07,A metodologia contempla avaliação objetiva e interpretação qualitativa da naturalidade perceptiva.,11,5.751,0.1818,a metodologia contempla a avaliação objetiva e interpretação qualitativa da naturalidade percepciona.,audios_tcc/kokoro_termos_tecnicos_academicos_termos_tecnicos_academicos_07.wav,OK
XTTS,termos_tecnicos_academicos,termos_tecnicos_academicos_07,A metodologia contempla avaliação objetiva e interpretação qualitativa da naturalidade perceptiva.,11,29.091,0.1818,a metodologia contempla a avaliação objetiva e interpretação qualitativa da naturalidade percepitiva.,audios_tcc/xtts_termos_tecnicos_academicos_termos_tecnicos_academicos_07.wav,OK
Piper,termos_tecnicos_academicos,termos_tecnicos_academicos_08,A amostragem textual foi estratificada por categoria linguística e complexidade lexical.,11,0.614,0.1818,a mostragem textual foi stratificada por categoria linguística e complexidade lexical.,audios_tcc/piper_termos_tecnicos_academicos_termos_tecnicos_academicos_08.wav,OK
Kokoro,termos_tecnicos_academicos,termos_tecnicos_academicos_08,A amostragem textual foi estratificada por categoria linguística e complexidade lexical.,11,5.144,0.1818,a mostragem intestual foi estratificada por categoria linguística e complexidade lexical.,audios_tcc/kokoro_termos_tecnicos_academicos_termos_tecnicos_academicos_08.wav,OK
XTTS,termos_tecnicos_academicos,termos_tecnicos_academicos_08,A amostragem textual foi estratificada por categoria linguística e complexidade lexical.,11,31.849,0.2727,a mostragem textual foi stratificada por categoria linguística e complexidade lexical.umb,audios_tcc/xtts_termos_tecnicos_academicos_termos_tecnicos_academicos_08.wav,OK
Piper,termos_tecnicos_academicos,termos_tecnicos_academicos_09,A validação dos áudios considerou tanto métricas automáticas quanto escuta crítica humana.,12,0.599,0.0833,a validação dos áudios considerou tantos métricas automáticas quanto escuta crítica humana.,audios_tcc/piper_termos_tecnicos_academicos_termos_tecnicos_academicos_09.wav,OK
Kokoro,termos_tecnicos_academicos,termos_tecnicos_academicos_09,A validação dos áudios considerou tanto métricas automáticas quanto escuta crítica humana.,12,5.18,0.0,a validação dos áudios considerou tanto métricas automáticas quanto escuta crítica humana.,audios_tcc/kokoro_termos_tecnicos_academicos_termos_tecnicos_academicos_09.wav,OK
XTTS,termos_tecnicos_academicos,termos_tecnicos_academicos_09,A validação dos áudios considerou tanto métricas automáticas quanto escuta crítica humana.,12,39.493,0.1667,a avalidação dos áudios considerou tanto métricas automáticas quanto escuta crítica humana.peable.,audios_tcc/xtts_termos_tecnicos_academicos_termos_tecnicos_academicos_09.wav,OK
Piper,termos_tecnicos_academicos,termos_tecnicos_academicos_10,"O estudo discute trade-offs entre expressividade, velocidade de geração e acessibilidade computacional.",12,0.817,0.1667,"o estudo discute trade os entre expressividade, velocidade de geração e acessibilidade computacional.",audios_tcc/piper_termos_tecnicos_academicos_termos_tecnicos_academicos_10.wav,OK
Kokoro,termos_tecnicos_academicos,termos_tecnicos_academicos_10,"O estudo discute trade-offs entre expressividade, velocidade de geração e acessibilidade computacional.",12,6.105,0.1667,"o estudo discute tradi ofs entre expressividade, velocidade de geração e acessibilidade computacional.",audios_tcc/kokoro_termos_tecnicos_academicos_termos_tecnicos_academicos_10.wav,OK
XTTS,termos_tecnicos_academicos,termos_tecnicos_academicos_10,"O estudo discute trade-offs entre expressividade, velocidade de geração e acessibilidade computacional.",12,41.234,0.0833,"o estudo discute trade-offs entre expressividade, velocidade de geração e acessibilidade computacional.pum.",audios_tcc/xtts_termos_tecnicos_academicos_termos_tecnicos_academicos_10.wav,OK
Piper,regionalismos_e_girias,regionalismos_e_girias_01,"Oxente, esse áudio saiu melhor do que eu esperava.",9,0.383,0.2222,"o chente, esse áudio saiu melhor do que eu esperava.",audios_tcc/piper_regionalismos_e_girias_regionalismos_e_girias_01.wav,OK
Kokoro,regionalismos_e_girias,regionalismos_e_girias_01,"Oxente, esse áudio saiu melhor do que eu esperava.",9,3.128,0.2222,"o chente, esse áudio saiu melhor do que eu esperava.",audios_tcc/kokoro_regionalismos_e_girias_regionalismos_e_girias_01.wav,OK
XTTS,regionalismos_e_girias,regionalismos_e_girias_01,"Oxente, esse áudio saiu melhor do que eu esperava.",9,15.906,0.2222,o accente esse áudio saiu melhor do que eu esperava.,audios_tcc/xtts_regionalismos_e_girias_regionalismos_e_girias_01.wav,OK
Piper,regionalismos_e_girias,regionalismos_e_girias_02,"Uai, o modelo respondeu rapidinho nesse teste.",7,0.48,0.0,"uai, o modelo respondeu rapidinho nesse teste.",audios_tcc/piper_regionalismos_e_girias_regionalismos_e_girias_02.wav,OK
Kokoro,regionalismos_e_girias,regionalismos_e_girias_02,"Uai, o modelo respondeu rapidinho nesse teste.",7,2.603,0.2857,"o i, o modelo respondeu rapidinho nesse teste.",audios_tcc/kokoro_regionalismos_e_girias_regionalismos_e_girias_02.wav,OK
XTTS,regionalismos_e_girias,regionalismos_e_girias_02,"Uai, o modelo respondeu rapidinho nesse teste.",7,14.305,0.1429,"oai, o modelo respondeu rapidinho nesse teste.",audios_tcc/xtts_regionalismos_e_girias_regionalismos_e_girias_02.wav,OK
Piper,regionalismos_e_girias,regionalismos_e_girias_03,"Bah, essa voz ficou bem mais natural nessa frase.",9,0.525,0.1111,"bá, essa voz ficou bem mais natural nessa frase.",audios_tcc/piper_regionalismos_e_girias_regionalismos_e_girias_03.wav,OK
Kokoro,regionalismos_e_girias,regionalismos_e_girias_03,"Bah, essa voz ficou bem mais natural nessa frase.",9,2.75,0.1111,"bá, essa voz ficou bem mais natural nessa frase.",audios_tcc/kokoro_regionalismos_e_girias_regionalismos_e_girias_03.wav,OK
XTTS,regionalismos_e_girias,regionalismos_e_girias_03,"Bah, essa voz ficou bem mais natural nessa frase.",9,17.109,0.1111,"bá, essa voz ficou bem mais natural nessa frase.",audios_tcc/xtts_regionalismos_e_girias_regionalismos_e_girias_03.wav,OK
Piper,regionalismos_e_girias,regionalismos_e_girias_04,"Eita, o processamento demorou mais do que no caso anterior.",10,0.44,0.0,"eita, o processamento demorou mais do que no caso anterior.",audios_tcc/piper_regionalismos_e_girias_regionalismos_e_girias_04.wav,OK
Kokoro,regionalismos_e_girias,regionalismos_e_girias_04,"Eita, o processamento demorou mais do que no caso anterior.",10,3.18,0.1,eita o processamento demorou mais do que no caso anterior.,audios_tcc/kokoro_regionalismos_e_girias_regionalismos_e_girias_04.wav,OK
XTTS,regionalismos_e_girias,regionalismos_e_girias_04,"Eita, o processamento demorou mais do que no caso anterior.",10,21.289,0.2,"eita, o processamento demorou mais do que no caso anterior ponto.",audios_tcc/xtts_regionalismos_e_girias_regionalismos_e_girias_04.wav,OK
Piper,regionalismos_e_girias,regionalismos_e_girias_05,"Tchê, vamos rodar de novo para confirmar o resultada.",9,0.424,0.2222,"t, vamos rodar de novo para confirmar o resultado.",audios_tcc/piper_regionalismos_e_girias_regionalismos_e_girias_05.wav,OK
Kokoro,regionalismos_e_girias,regionalismos_e_girias_05,"Tchê, vamos rodar de novo para confirmar o resultada.",9,3.067,0.2222,"tch, vamos rodar de novo para confirmar o resultado.",audios_tcc/kokoro_regionalismos_e_girias_regionalismos_e_girias_05.wav,OK
XTTS,regionalismos_e_girias,regionalismos_e_girias_05,"Tchê, vamos rodar de novo para confirmar o resultada.",9,16.073,0.2222,"t, vamos rodar de novo para confirmar o resultado.",audios_tcc/xtts_regionalismos_e_girias_regionalismos_e_girias_05.wav,OK
Piper,regionalismos_e_girias,regionalismos_e_girias_06,"Esse notebook travou, mas depois voltou de boa.",8,0.483,0.0,"esse notebook travou, mas depois voltou de boa.",audios_tcc/piper_regionalismos_e_girias_regionalismos_e_girias_06.wav,OK
Kokoro,regionalismos_e_girias,regionalismos_e_girias_06,"Esse notebook travou, mas depois voltou de boa.",8,2.729,0.0,"esse notebook travou, mas depois voltou de boa.",audios_tcc/kokoro_regionalismos_e_girias_regionalismos_e_girias_06.wav,OK
XTTS,regionalismos_e_girias,regionalismos_e_girias_06,"Esse notebook travou, mas depois voltou de boa.",8,22.209,0.0,"esse notebook travou, mas depois voltou de boa.",audios_tcc/xtts_regionalismos_e_girias_regionalismos_e_girias_06.wav,OK
Piper,regionalismos_e_girias,regionalismos_e_girias_07,"A saída ficou meio estranha, tipo robótica demais.",8,0.416,0.0,"a saída ficou meio estranha, tipo robótica demais.",audios_tcc/piper_regionalismos_e_girias_regionalismos_e_girias_07.wav,OK
Kokoro,regionalismos_e_girias,regionalismos_e_girias_07,"A saída ficou meio estranha, tipo robótica demais.",8,3.724,0.0,"a saída ficou meio estranha, tipo robótica demais.",audios_tcc/kokoro_regionalismos_e_girias_regionalismos_e_girias_07.wav,OK
XTTS,regionalismos_e_girias,regionalismos_e_girias_07,"A saída ficou meio estranha, tipo robótica demais.",8,19.37,0.0,"a saída ficou meio estranha, tipo robótica demais.",audios_tcc/xtts_regionalismos_e_girias_regionalismos_e_girias_07.wav,OK
Piper,regionalismos_e_girias,regionalismos_e_girias_08,"Cara, esse modelo mandou bem nas frases curtas.",8,0.404,0.0,"cara, esse modelo mandou bem nas frases curtas.",audios_tcc/piper_regionalismos_e_girias_regionalismos_e_girias_08.wav,OK
Kokoro,regionalismos_e_girias,regionalismos_e_girias_08,"Cara, esse modelo mandou bem nas frases curtas.",8,2.618,0.0,"cara, esse modelo mandou bem nas frases curtas.",audios_tcc/kokoro_regionalismos_e_girias_regionalismos_e_girias_08.wav,OK
XTTS,regionalismos_e_girias,regionalismos_e_girias_08,"Cara, esse modelo mandou bem nas frases curtas.",8,17.77,0.0,"cara, esse modelo mandou bem nas frases curtas.",audios_tcc/xtts_regionalismos_e_girias_regionalismos_e_girias_08.wav,OK
Piper,regionalismos_e_girias,regionalismos_e_girias_09,"Poxa, a entonação ficou legal, mas a latência subiu.",9,0.5,0.2222,"pocha, a intonação ficou legal, mas a latência subiu.",audios_tcc/piper_regionalismos_e_girias_regionalismos_e_girias_09.wav,OK
Kokoro,regionalismos_e_girias,regionalismos_e_girias_09,"Poxa, a entonação ficou legal, mas a latência subiu.",9,3.451,0.2222,"poxa a intonação ficou legal, mas a latência subiu.",audios_tcc/kokoro_regionalismos_e_girias_regionalismos_e_girias_09.wav,OK
XTTS,regionalismos_e_girias,regionalismos_e_girias_09,"Poxa, a entonação ficou legal, mas a latência subiu.",9,23.23,0.5556,"pocha, a intonação ficou legal, mas a latência subiu o ponto.",audios_tcc/xtts_regionalismos_e_girias_regionalismos_e_girias_09.wav,OK
Piper,regionalismos_e_girias,regionalismos_e_girias_10,"Rapaz, esse exemplo com gíria ficou interessante para avaliação.",9,0.459,0.1111,"rapaz, esse exemplo com gira ficou interessante para avaliação.",audios_tcc/piper_regionalismos_e_girias_regionalismos_e_girias_10.wav,OK
Kokoro,regionalismos_e_girias,regionalismos_e_girias_10,"Rapaz, esse exemplo com gíria ficou interessante para avaliação.",9,3.572,0.0,"rapaz, esse exemplo com gíria ficou interessante para avaliação.",audios_tcc/kokoro_regionalismos_e_girias_regionalismos_e_girias_10.wav,OK
XTTS,regionalismos_e_girias,regionalismos_e_girias_10,"Rapaz, esse exemplo com gíria ficou interessante para avaliação.",9,23.981,0.4444,"rapaz, esse exemplo com gire ficou interessante para avaliação ponto quanto.",audios_tcc/xtts_regionalismos_e_girias_regionalismos_e_girias_10.wav,OK
Piper,ingles_e_code_switching,ingles_e_code_switching_01,O download do checkpoint foi concluído com sucesso.,8,0.364,0.0,o download do checkpoint foi concluído com sucesso.,audios_tcc/piper_ingles_e_code_switching_ingles_e_code_switching_01.wav,OK
Kokoro,ingles_e_code_switching,ingles_e_code_switching_01,O download do checkpoint foi concluído com sucesso.,8,2.724,0.0,o download do checkpoint foi concluído com sucesso.,audios_tcc/kokoro_ingles_e_code_switching_ingles_e_code_switching_01.wav,OK
XTTS,ingles_e_code_switching,ingles_e_code_switching_01,O download do checkpoint foi concluído com sucesso.,8,20.036,0.125,o download do checkpoint foi concluído com sucesso.quar.,audios_tcc/xtts_ingles_e_code_switching_ingles_e_code_switching_01.wav,OK
Piper,ingles_e_code_switching,ingles_e_code_switching_02,O script executou o benchmark e salvou o log final.,10,0.373,0.3,os critis executou o benchmark e salvou o logo final.,audios_tcc/piper_ingles_e_code_switching_ingles_e_code_switching_02.wav,OK
Kokoro,ingles_e_code_switching,ingles_e_code_switching_02,O script executou o benchmark e salvou o log final.,10,3.249,0.0,o script executou o benchmark e salvou o log final.,audios_tcc/kokoro_ingles_e_code_switching_ingles_e_code_switching_02.wav,OK
XTTS,ingles_e_code_switching,ingles_e_code_switching_02,O script executou o benchmark e salvou o log final.,10,15.835,0.0,o script executou o benchmark e salvou o log final.,audios_tcc/xtts_ingles_e_code_switching_ingles_e_code_switching_02.wav,OK
Piper,ingles_e_code_switching,ingles_e_code_switching_03,A equipe fez upload dos arquivos para o Google Drive.,10,0.375,0.2,a equipe fez a pôdos arquivos para o google drive.,audios_tcc/piper_ingles_e_code_switching_ingles_e_code_switching_03.wav,OK
Kokoro,ingles_e_code_switching,ingles_e_code_switching_03,A equipe fez upload dos arquivos para o Google Drive.,10,2.811,0.2,a equipe fez a plodos arquivos para o google drive.,audios_tcc/kokoro_ingles_e_code_switching_ingles_e_code_switching_03.wav,OK
XTTS,ingles_e_code_switching,ingles_e_code_switching_03,A equipe fez upload dos arquivos para o Google Drive.,10,19.043,0.2,a equipe fez a plaude dos arquivos para o google drive.,audios_tcc/xtts_ingles_e_code_switching_ingles_e_code_switching_03.wav,OK
Piper,ingles_e_code_switching,ingles_e_code_switching_04,O dataset foi processado antes da etapa de inference.,9,0.423,0.1111,o dataset foi processado antes da etapa de inferência.,audios_tcc/piper_ingles_e_code_switching_ingles_e_code_switching_04.wav,OK
Kokoro,ingles_e_code_switching,ingles_e_code_switching_04,O dataset foi processado antes da etapa de inference.,9,3.143,0.2222,o datazet foi processado antes da etapa de inferência.,audios_tcc/kokoro_ingles_e_code_switching_ingles_e_code_switching_04.wav,OK
XTTS,ingles_e_code_switching,ingles_e_code_switching_04,O dataset foi processado antes da etapa de inference.,9,19.31,0.5556,o data set foi processado antes da etapa de inferência e ponto.,audios_tcc/xtts_ingles_e_code_switching_ingles_e_code_switching_04.wav,OK
Piper,ingles_e_code_switching,ingles_e_code_switching_05,O modelo entrou em fallback quando a GPU ficou indisponível.,10,0.422,0.1,o modelo entrou em fabar quando a gpu ficou indisponível.,audios_tcc/piper_ingles_e_code_switching_ingles_e_code_switching_05.wav,OK
Kokoro,ingles_e_code_switching,ingles_e_code_switching_05,O modelo entrou em fallback quando a GPU ficou indisponível.,10,3.347,0.1,o modelo entrou em fallback quando a gp ficou indisponível.,audios_tcc/kokoro_ingles_e_code_switching_ingles_e_code_switching_05.wav,OK
XTTS,ingles_e_code_switching,ingles_e_code_switching_05,O modelo entrou em fallback quando a GPU ficou indisponível.,10,20.035,0.0,o modelo entrou em fallback quando a gpu ficou indisponível.,audios_tcc/xtts_ingles_e_code_switching_ingles_e_code_switching_05.wav,OK
Piper,ingles_e_code_switching,ingles_e_code_switching_06,A versão do notebook está no branch principal do repositório.,10,0.435,0.2,a versão do notebook está no branche principal do repositorio.,audios_tcc/piper_ingles_e_code_switching_ingles_e_code_switching_06.wav,OK
Kokoro,ingles_e_code_switching,ingles_e_code_switching_06,A versão do notebook está no branch principal do repositório.,10,3.114,0.2,a versão do notebook está no branche principal do repositorio.,audios_tcc/kokoro_ingles_e_code_switching_ingles_e_code_switching_06.wav,OK
XTTS,ingles_e_code_switching,ingles_e_code_switching_06,A versão do notebook está no branch principal do repositório.,10,20.897,0.2,a versão do notebook está no brand principal do repositório.com.,audios_tcc/xtts_ingles_e_code_switching_ingles_e_code_switching_06.wav,OK
Piper,ingles_e_code_switching,ingles_e_code_switching_07,O prompt foi ajustado para melhorar o output de áudio.,10,0.493,0.4,o prąp de foi ajustado para melhorar o output audio.,audios_tcc/piper_ingles_e_code_switching_ingles_e_code_switching_07.wav,OK
Kokoro,ingles_e_code_switching,ingles_e_code_switching_07,O prompt foi ajustado para melhorar o output de áudio.,10,3.042,0.1,o prompt foi ajustado para melhorar o output de audio.,audios_tcc/kokoro_ingles_e_code_switching_ingles_e_code_switching_07.wav,OK
XTTS,ingles_e_code_switching,ingles_e_code_switching_07,O prompt foi ajustado para melhorar o output de áudio.,10,16.943,0.0,o prompt foi ajustado para melhorar o output de áudio.,audios_tcc/xtts_ingles_e_code_switching_ingles_e_code_switching_07.wav,OK
Piper,ingles_e_code_switching,ingles_e_code_switching_08,O pipeline usa cache local para evitar novo download do modelo.,11,0.457,0.6364,o pipelinho usa a caixa e local para evitar novo dar um load do modelo.,audios_tcc/piper_ingles_e_code_switching_ingles_e_code_switching_08.wav,OK
Kokoro,ingles_e_code_switching,ingles_e_code_switching_08,O pipeline usa cache local para evitar novo download do modelo.,11,3.461,0.5455,o pipelinho usa caixa e local para evitar novo dar um load do modelo.,audios_tcc/kokoro_ingles_e_code_switching_ingles_e_code_switching_08.wav,OK
XTTS,ingles_e_code_switching,ingles_e_code_switching_08,O pipeline usa cache local para evitar novo download do modelo.,11,20.453,0.1818,o pipeline usa a caixa local para evitar novo download do modelo.,audios_tcc/xtts_ingles_e_code_switching_ingles_e_code_switching_08.wav,OK
Piper,ingles_e_code_switching,ingles_e_code_switching_09,O framework permite testing automatizado das frases do corpus.,9,0.462,0.3333,o famiorp permite testar o automatizado das frases do corpus.,audios_tcc/piper_ingles_e_code_switching_ingles_e_code_switching_09.wav,OK
Kokoro,ingles_e_code_switching,ingles_e_code_switching_09,O framework permite testing automatizado das frases do corpus.,9,3.694,0.3333,o framé work permite testing automatizado das frases do corpos.,audios_tcc/kokoro_ingles_e_code_switching_ingles_e_code_switching_09.wav,OK
XTTS,ingles_e_code_switching,ingles_e_code_switching_09,O framework permite testing automatizado das frases do corpus.,9,31.91,0.1111,o framework permite testing automatizado das frases do corpos.pinto.,audios_tcc/xtts_ingles_e_code_switching_ingles_e_code_switching_09.wav,OK
Piper,ingles_e_code_switching,ingles_e_code_switching_10,A validação final combinou listening test e métricas automáticas.,9,0.498,0.3333,a validação final combinou listem nts métricas automáticas.,audios_tcc/piper_ingles_e_code_switching_ingles_e_code_switching_10.wav,OK
Kokoro,ingles_e_code_switching,ingles_e_code_switching_10,A validação final combinou listening test e métricas automáticas.,9,4.11,0.0,a validação final combinou listening test e métricas automáticas.,audios_tcc/kokoro_ingles_e_code_switching_ingles_e_code_switching_10.wav,OK
XTTS,ingles_e_code_switching,ingles_e_code_switching_10,A validação final combinou listening test e métricas automáticas.,9,24.991,0.7778,avalidação final combinou listerem em testes imétricasautomáticas.ontu.,audios_tcc/xtts_ingles_e_code_switching_ingles_e_code_switching_10.wav,OK
Piper,siglas_e_abreviacoes,siglas_e_abreviacoes_01,O CPF do aluno foi validado antes do cadastro.,9,0.402,0.0,o cpf do aluno foi validado antes do cadastro.,audios_tcc/piper_siglas_e_abreviacoes_siglas_e_abreviacoes_01.wav,OK
